,gmap_id,Nombre,Estado,Promedio,Valoraciones,Categoria1,Categoria2,Categoria3,Categoria4,Categoria5,Takeout,Delivery,Asientos Discapacitados,Estacionamiento Discapacitados,Almuerzo,Cena,Comer Solo,Grupos,Turistas,Debito,NFC,Credito,Servicio Rapido
141952,0x864e9fc00325ca13:0x8101f4bcb77963f1,REFUL CO,Texas,4.1,58.0,37.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
141960,0x864e6d8d70dca657:0xc4afb8ea051353e9,New India Mart,Texas,3.8,58.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141962,0x864c03fbbd72ef43:0xd2e3100339341efb,Primo Brothers Pizza,Texas,4.5,18.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
141974,0x864c4fff8c241edf:0x957df38672b0b22f,Gerardo’s Tex Mex Restaurant,Texas,4.5,24.0,4.0,159.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142000,0x865c60129357a957:0x1786cb376b179af9,Aroma Grill,Texas,4.1,18.0,64.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142022,0x8665a3413b5f89cd:0x8e758fa7daeb7b77,El Taquero Mexican Food,Texas,4.6,8.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142023,0x87014f30d490841b:0xe7eba57302612def,Compadres tacos,Texas,4.7,53.0,85.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142024,0x87014f1e678bfcc1:0xa962e0bbc0c0547f,Marybel's Mexican Restaurant,Texas,3.5,18.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
142028,0x864e9fe86fa54279:0xcf177005e5a1c2a3,Central Cafe & Grill,Texas,5.0,7.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
142029,0x864c02ab4efec1f1:0xbe6574d0324891f8,Subway,Texas,3.0,18.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
142048,0x864e9032c84d22e5:0xb0af9549cb922c1c,Taqueria Mi Refugio,Texas,4.6,48.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
142055,0x864357400d7c303d:0x24bacfc4e834fe14,Commerce Cafe,Texas,4.6,38.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
142058,0x8657efc28b259a87:0x9b34fd51009374cb,RJ BBQ,Texas,4.9,44.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
142065,0x864e775eda668977:0xd9c6b3f54d39ed52,Papa John's Pizza,Texas,3.8,78.0,166.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142070,0x865cbd5a3cd7024f:0xfc7ed689d5feb18c,Lone Star Lounge,Texas,4.6,56.0,32.0,48.0,35.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
142071,0x864316223b4e2e19:0xda22bde73d3ca38b,Johnny's Cajun Cafe,Texas,5.0,6.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
142072,0x86433f465de404f7:0x5fd1ab5037d1dd87,Spanky's Sports Bar,Texas,4.3,8.0,159.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
142078,0x8656b83743ec7861:0x5e3938ab66c554b6,Subway,Texas,3.8,28.0,48.0,35.0,159.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
142086,0x864eabec43d9fc73:0x861087d9dfb31243,Milanos Restaurant,Texas,3.9,94.0,34.0,35.0,4.0,31.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
142089,0x864c1fac738c0fcf:0x6a40b56b09e66397,Good Wings,Texas,4.9,48.0,67.0,159.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
142090,0x864c1feaf12afeef:0x4f1c5477f813f1ef,Wingstop,Texas,2.3,36.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
142091,0x864c1ff472d69417:0x1eb7d7e8855c3d28,Fatburger & Buffalo's Express,Texas,4.6,8.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142092,0x86456b782df616cb:0xa3b3e68fdcbe3b23,Sam Zaar Thai & Boba,Texas,3.8,57.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
142093,0x86456d5981b2cb8f:0xc74ddc1daffd10ca,First Street Roasters,Texas,4.5,38.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
142095,0x8640d44345f8d867:0x303e65eb4fcadcbc,Shell,Texas,2.4,8.0,48.0,32.0,11.0,37.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142097,0x864e6fb8430297f3:0x5c9f5404c6dfcbbd,Burger King,Texas,3.1,18.0,85.0,85.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
142105,0x8640bd8643730d35:0xdf0cb4f0d27795d2,Taqueria Charlie,Texas,4.4,48.0,164.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
142106,0x8640b954c1c52305:0xcf614084afe234d6,45 Norte Sports Bar,Texas,4.3,17.0,159.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
142143,0x86685ef541b9dad7:0xd079f872affd8d92,Sonja's Restaurant & Catering,Texas,5.0,1.0,4.0,34.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
142147,0x8640b697eac716ef:0x88896bcf46b71d3e,Oakley's Restaurant,Texas,4.3,8.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142154,0x864bd9aecd016d23:0x8ab429afd96efe68,Fried Chicken,Texas,4.0,3.0,181.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142167,0x8653c98664c210a7:0xc7d727bc84465880,Taqueria Mexicana,Texas,4.3,78.0,48.0,59.0,159.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
142173,0x86494d28bf99feed:0x8c35b67b8d911ab1,Taco Mayo,Texas,3.1,28.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
142175,0x86646e6d2081714d:0xba90523b41218a0,Buffalos Wing Pub,Texas,4.5,58.0,4.0,34.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
142176,0x86646982d846b179:0xaccdaf98c3c3867b,La Jungla Del Mono Drive Thru & Restaurant,Texas,4.7,35.0,37.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
142194,0x8705b6cefcedc4b1:0x64533badeec71f77,Rookies,Texas,4.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
142198,0x86ff49078f467221:0xa88d5e1efabd5f7,Chubby's Diner,Texas,3.3,3.0,55.0,48.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142202,0x864ea10a1f20bea3:0x8717a95a8b5553d8,Candy Shack Daiquiris: Dallas,Texas,4.6,38.0,48.0,21.0,35.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
142207,0x864c238281159e21:0xfc787a9f50cdfdf4,Sushi Haruya,Texas,4.7,48.0,159.0,37.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142211,0x864097c4d5a78263:0x612c5c78813286b4,Tacos Narvaez,Texas,5.0,2.0,37.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
142212,0x865c5fefe63ffcb9:0x709b63e26a56a187,The Moon's Daughters,Texas,4.1,68.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
142213,0x865c8bee74e9aa8f:0xd35c697fff0f8bbe,Cerroni’s Purple Garlic,Texas,4.8,18.0,48.0,35.0,159.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
142252,0x864dd5e02b3d648f:0x3f2bf9d01037264b,Coco's tea room & bistro,Texas,4.8,6.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
142274,0x865c58a6e046fa77:0x5e0750edfa64fbe5,Baan Esaan,Texas,4.2,16.0,4.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142282,0x8640c31f0da91921:0x24576bff45d07246,China Sichuan Cuisine,Texas,3.7,28.0,159.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
142284,0x8640c0f3a47ab633:0xf3a78a2c780b2f7d,Haven,Texas,4.3,14.0,159.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142294,0x864e87ce1ed3cee3:0xa50ec8393dfae05a,Linda Vista Mexican Cuisine,Texas,3.7,68.0,62.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142344,0x8640c496685ca14f:0x5800d2d3c72474aa,Doc Popcorn,Texas,3.9,8.0,37.0,11.0,159.0,14.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142345,0x864ea174b49e5dad:0x59d705318256e9f8,Senda Del Sabor,Texas,4.2,48.0,4.0,21.0,16.0,65.0,151.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
142346,0x864dcb275932b23d:0xe4bb93e82be955fa,Chow Joe Cuisine,Texas,3.5,28.0,159.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
142351,0x86454b9dbda526bf:0x4a6e0beeffa87392,Tropical Cafe Honduras Food,Texas,4.8,26.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
142365,0x865c5d3438718913:0x995163e870cdbf84,Stixs & Stone,Texas,4.7,18.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
142378,0x864e0166dd0682bb:0x952d95ced5b7dcf1,Pura Vida Mexican bar and grill,Texas,4.7,58.0,220.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
142384,0x86fe7276311231a1:0xd523df897aefbdd,82nd Street Cafe,Texas,3.7,56.0,21.0,61.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142385,0x86fe0d4cad75942d:0x24eff9d7422ca8bb,The Pasta Warehouse,Texas,2.8,48.0,4.0,35.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142397,0x8669b5a9de1d66d3:0x168ea5c7d30c423a,Laredo Taco Company,Texas,3.0,4.0,48.0,32.0,55.0,86.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
142413,0x8640bd8087d7a8a9:0x91599fa3be899183,Boot Texan Kitchen,Texas,5.0,38.0,22.0,32.0,100.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
142427,0x8651b13e350610a7:0x501bb8ec58b60ed0,Outpost Burger Co.,Texas,4.4,84.0,159.0,159.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142428,0x86433e0fcf6b2d13:0xf7399cb80e931c1f,Dq Restaurant,Texas,4.5,1.0,91.0,34.0,35.0,13.0,110.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
142429,0x870684ada4f3c467:0x38f1d8343f853cfa,Subway,Texas,3.0,13.0,62.0,144.0,59.0,4.0,38.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
142430,0x87068550f59f742d:0xd9ebe3007d73dc02,Food Bayou,Texas,4.5,18.0,128.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
142437,0x8644c57c88987d09:0x77c1bac9088d68f3,Subway,Texas,2.9,28.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
142453,0x8640d60994555aa1:0x9ef35237d034d4df,Smoothie King,Texas,4.0,78.0,159.0,94.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
142478,0x8641b90cbc5485a7:0x9a449bec21fb1ebd,Taqueria Reyes,Texas,4.6,18.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
142479,0x864099e7db458673:0x6413d696c2ab7442,Tortas Las Llardas,Texas,3.8,115.0,48.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
142480,0x864099276bb7b019:0x11b6df510a2376f6,Dany's Colombian Restaurant,Texas,4.0,18.0,61.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
142523,0x865bc36e9a0d1b89:0x3954b41d06982d98,The Vintage Cellar,Texas,4.8,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142533,0x865c578776abd383:0x36b29a7ec54922f7,Jesse's Mexican Restaurant,Texas,3.9,38.0,36.0,34.0,35.0,4.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142556,0x86473c65a223a24b:0x75d7039e9efa4550,Circle K,Texas,3.2,8.0,179.0,57.0,159.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
142557,0x865eab91e7f7a8f9:0xcb3985584c8475e4,Chuckwagon Cafe,Texas,4.6,8.0,48.0,35.0,159.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
142575,0x864c13b1b2fbc4a3:0xceb276e3c6866a3b,Tropical Smoothie Cafe,Texas,4.5,118.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
142593,0x864e457457a5f1e1:0x772ff468f064806,Lola’s Cafe & Pizza,Texas,4.5,35.0,159.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142596,0x864125e466d4564d:0x3c323b5a40c63748,Cazadores Mexican Grill,Texas,3.2,26.0,34.0,35.0,4.0,31.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142622,0x864e0311d76264c3:0xa112724ca233e8ef,Flavor on 51,Texas,4.6,8.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
142623,0x865c5bc42fadeb51:0x50f5c79d90338132,Yadira's Cafe,Texas,4.6,35.0,48.0,35.0,159.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142654,0x8640e68e7b6ff3b3:0x6bfe82010e09c9fa,Cake Craft Shoppe,Texas,4.6,73.0,48.0,34.0,35.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142674,0x864e7906647bd7a1:0x30e636be5522a642,J and N Vending,Texas,3.7,3.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142676,0x8640e6f26b918927:0x474ba3059d9ceff7,The Bombay Palace,Texas,4.1,68.0,37.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142696,0x8648d9e7c3eda2e5:0x5f4394b794637f58,Shell,Texas,3.8,18.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142697,0x86fe72fadb07a907:0x781b268477f81fa8,Potato Corner,Texas,4.3,14.0,62.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
142698,0x86fe416954221cc5:0x5d01ccf4a105079f,Ransom Canyon Event Center,Texas,4.7,28.0,34.0,35.0,4.0,31.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
142703,0x864f6cc1a6bd7d63:0xa83e961e9247f1de,Ella's Cafe,Texas,4.4,38.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
142708,0x8644b57569afe6f7:0x7283a65a1c75a357,15th Street Cafe,Texas,4.4,24.0,33.0,38.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
142712,0x864eeb3a3ec39959:0x309e003478429b,Dough City Doughnuts & Ice Cream,Texas,4.4,36.0,149.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
142743,0x8640bfe85b059461:0xd40bb1eac736544b,Poke Fresh,Texas,4.1,65.0,48.0,32.0,55.0,86.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
142757,0x865c89bdea07128f:0x186f99657f9719d5,My Fit Foods,Texas,4.7,3.0,159.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142760,0x864097d6e4c59d53:0xc9337089a338ca12,Refresqueria Cancun,Texas,4.4,95.0,62.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
142771,0x8640c2b3bbbc319b:0x64ddd85f5906b0d3,Lee's Sandwiches,Texas,3.6,18.0,84.0,59.0,159.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
142785,0x8668f580385c9961:0xe04a460bda1c33ef,Cluckie’s Chicken N Waffles,Texas,5.0,2.0,34.0,35.0,4.0,31.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
142788,0x8657cb1d921f066d:0xcf8ae56287e9918,Rangel's 277,Texas,4.1,26.0,48.0,35.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
142804,0x865ab9c0a02b225b:0x6e98afad6aa1b2d2,Rebecca's Kitchen,Texas,4.5,68.0,48.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
142827,0x865cf71862c82191:0xf6bf6548b463880e,Pecan Grill,Texas,4.4,28.0,4.0,16.0,91.0,86.0,151.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142833,0x86450e172a314e0b:0xb91731fbd57ec7b7,Subway,Texas,3.8,18.0,177.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
142851,0x863f5ad55b754d31:0x53a11069b652d540,Legends BBQ & Grill,Texas,4.2,54.0,161.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
142873,0x864e62c9cdbfa5d7:0x9d52949d6d617314,QuikTrip,Texas,4.0,36.0,48.0,35.0,159.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142878,0x864c230f91c46fe1:0x3613d194c6e1e400,El Volcan Independence pkwy,Texas,4.5,8.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
142886,0x8640b8098db2f1ab:0xf0a6bc15b887ed0a,Catfish Station,Texas,4.2,28.0,159.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142898,0x864e6e0b0ca49a5d:0xfa21a69186640eb6,Nola Cajun Seafood Truck,Texas,3.8,8.0,48.0,35.0,159.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
142903,0x86e7516b987495d3:0x27bc9bbb656881c9,Limar's Coffee,Texas,4.7,48.0,283.0,159.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142921,0x864c3faf60c66291:0xdccc2bc2a099ac9f,Donut Bliss,Texas,4.2,28.0,101.0,37.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
142939,0x8640932a1190154f:0x7d5e750d90f300a3,Spice Buddy,Texas,5.0,6.0,48.0,35.0,159.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
142950,0x863f63ea2a645829:0x68e859cadf471eee,Kirk & J's BBQ,Texas,4.8,78.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
142958,0x8640c9ba63b13eef:0xc1a435cb3d637bfa,El Palmarcito Restaurant,Texas,4.5,38.0,61.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
142959,0x8640bca3424d8ebb:0x6ae39b0bffdfc559,El Rancho Taqueria,Texas,3.9,8.0,34.0,35.0,4.0,31.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142963,0x865c8db1dbdbaa63:0xd44d35db36f683de,QuikTrip,Texas,3.5,8.0,32.0,21.0,85.0,86.0,151.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142986,0x864e7f0b7f146ce5:0xb08f56322fd1c78f,Moms Spice,Texas,4.2,18.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
143022,0x865c6666ffffffff:0x609c3f70c0732a3a,Chick-fil-A,Texas,3.5,28.0,48.0,8.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
143030,0x86612199aadfe05f:0xb8aceaab9af6e2e8,Los Comales Cocina y Asador,Texas,4.0,38.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
143031,0x86e758e2996d1e1f:0x81aac59dd6cd97ea,Hong Kong Express,Texas,3.9,58.0,159.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143040,0x864e195142b81def:0xd0dae9655b5c9c8f,Hunt Brothers Pizza,Texas,4.0,2.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143053,0x8644d6153d8c68b9:0x7efc89a3d5866e0a,Circle K,Texas,1.6,5.0,48.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
